,text,labels
620,"The estranged couple say the March 26 decision arises from their desire not to hurt their 11-year-old daughter , Hailie .",O O O O O B-tim I-tim O O O O O O O O O O O O B-per O
621,A LION demanded the daughter of a woodcutter in marriage .,O O O O O O O O O O O
622,Saddam Hussein has told the court trying him for alleged crimes against humanity that he has been beaten and tortured while in U.S. custody .,B-per I-per O O O O O O O O O O O O O O O O O O O O B-geo O O
623,Oil prices are about 42 percent higher than they were a year ago .,O O O O O O O O O O O O O O
624,"During that meeting , Southeast Asian leaders encouraged Burma 's military government to release political detainees and open up next year 's election to more political parties .",O O O O B-org I-org O O B-geo O O O O O O O O O O O O O O O O O O O
625,Atlantis will remain at the space station until at least Sunday .,B-art O O O O O O O O O B-tim O
626,"Since the end of the conflict , the government has resettled tens of thousands of internally displaced persons and has undertaken a number of massive infrastructure projects to reconstruct its economy .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
627,"Police said at least 11 people were injured when a bomb exploded in a market in Pokhara , about 200 kilometers west of the capital .",O O O O O O O O O O O O O O O O B-geo O O O O O O O O O
628,The protesters were holding a banner calling for Aung San Suu Kyi 's release from house arrest .,O O O O O O O O B-geo I-geo I-geo I-geo O O O O O O
629,"Hungry , you bet ! We 'll prepare a hog roast and hot dogs for the kids , with all the fixings .",O O O O O O O O O O O O O O O O O O O O O O O
630,They also discussed creating three non-permanent seats for African countries .,O O O O O O O O B-gpe O O
631,"Hundreds of police have been mobilized around what Jews call the Temple Mount , and Muslims know as the Noble Sanctuary .",O O O O O O O O O O O B-geo I-geo O O O O O O B-org I-org O
632,Former U.S. president Bill Clinton has signed an agreement with the Cambodian government to expand medical treatment for children living with H.I.V. and AIDS .,O B-geo O B-per I-per O O O O O O B-gpe O O O O O O O O O O O O O
633,Kyrgyzstan 's interim government has struggled to impose order since it took power following the April 7 deadly uprising that ousted President Kurmanbek Bakiyev .,B-geo O O O O O O O O O O O O O O B-tim I-tim O O O O B-per I-per I-per O
634,That increase followed sales declines reported by other major car companies .,O O O O O O O O O O O O
635,"Some former U.S. hostages insist the president-elect was one of the actual hostage-takers , but a CIA analysis of an old photo at the U.S. embassy has concluded the man pictured holding hostages is not Mr. Ahmadinejad .",O O B-gpe O O O O O O O O O O O O O B-org O O O O O O O B-geo O O O O O O O O O O B-per B-org O
636,"KEREKOU stepped down at the end of his second term in 2006 and was succeeded by Thomas YAYI Boni , a political outsider and independent .",B-per O O O O O O O O O O B-tim I-tim O O O B-per I-per I-per O O O O O O O
637,Massey Energy told the Charleston Gazette there is little information yet on what happened .,B-org I-org O O B-geo I-geo O O O O O O O O O
638,"Kwan has five world championships , nine U.S. titles , and silver and bronze Olympic medals .",B-per O O O O O O B-geo O O O O O O O O O
639,He told Fox News Sunday that the appointment of General Hayden could raise tensions between the CIA and defense officials .,O O B-org I-org B-tim O O O O B-org I-org O O O O O B-org O O O O
640,"Ethnic Albanians , who comprise 90 percent of Kosovo 's population , are seeking independence - a push strongly opposed by Belgrade .",O B-gpe O O O O O O B-org I-org O O O O O O O O O O O B-geo O
641,"A U.N.-led relief operation is under way in Pakistan , but U.N. officials say the world body is still far short of the $ 500 million needed to sustain the effort .",O O O O O O O O B-geo O O B-geo O O O O O O O O O O O O O O O O O O O O
642,"But if it is rejected , he said elections would be held for a new national assembly , which would then draft a new document .",O O O O O O O O O O O O O O O O O O O O O O O O O O
643,"After his visit with the president , Mr. Schroeder is scheduled to speak to the U.S. Chamber of Commerce and to meet with members of Congress .",O O O O O O O B-per I-per O O O O O O B-org I-org I-org I-org O O O O O O B-org O
644,"On Sunday , Israel re-opened a border crossing with Gaza to allow about 80 truckloads of commercial goods into the Palestinian territory .",O B-tim O B-geo O O O O O B-geo O O O O O O O O O O B-gpe O O
645,Local officials said the landslide was triggered by several days of heavy rain .,O O O O O O O O O O O O O O
646,"In a speech Wednesday to Arab leaders meeting in Algiers , Mr. Annan said that within the next few days he expects to release a report on a fact-finding mission into the February 14th killing .",O O O B-tim O B-gpe O O O B-geo O B-per I-per O O O O O B-tim O O O O O O O O O O O O O B-tim I-tim O O
647,It said leaders should consider supporting a possible resolution on Burma by the United Nations Security Council .,O O O O O O O O O O B-geo O O B-org I-org I-org I-org O
648,"Since 1970 , its tasks have included verifying compliance with the nuclear Non-Proliferation Treaty .",B-tim I-tim O O O O O O O O O O O O O
649,"There will be no military troops in the new mission , but the Australian-led peacekeeping force already in East Timor will remain in place .",O O O O O O O O O O O O O O O O O O B-geo I-geo O O O O O
650,"Meanwhile , in the northern city of Kirkuk , a car bomb explosion killed one person and injured at least a dozen others .",O O O O O O O B-geo O O O O O O O O O O O O O O O O
651,Chechen rebel leader Shamil Basayev has apparently claimed responsibility for last week 's raid on a city in southern Russia .,B-gpe O O B-per I-per O O O O O O O O O O O O O O B-geo O
652,Iraq says it will close its borders and extend curfew hours as part of an extensive security plan to foil insurgent attacks during Thursday 's parliamentary elections .,B-geo O O O O O O O O O O O O O O O O O O O O O O B-tim O O O O
653,North Korea is denying suggestions it may be helping Syria develop a nuclear weapons facility .,B-geo I-geo O O O O O O O B-geo O O O O O O
654,Ambassador Hussein Haridy said Tuesday that Egyptian authorities have not accused any Pakistani of involvement in those attacks .,B-per I-per I-per O B-tim O B-gpe O O O O O B-gpe O O O O O O
655,"He will travel to El Salvador , Honduras and Guatemala from June 3 through June 6 .",O O O O B-geo I-geo O B-geo O B-geo O B-tim I-tim I-tim I-tim I-tim O
656,Syria denies any involvement .,B-geo O O O O
657,"The Hare , scared by the noise , awoke and scudded away .",O O O O O O O O O O O O O
658,This is the first visit to Russia by an Argentine leader in 10 years .,O O O O O O B-geo O O B-gpe O O B-tim O O
659,Palestinians give a different account .,B-gpe O O O O O
660,President Bush has repeated his vow to work together with the new Democrat-controlled Congress on spending measures and education .,B-per I-per O O O O O O O O O O O B-org O O O O O O
661,He has been convicted in absentia of terrorism in Jordan .,O O O O O O O O O B-gpe O
662,"The idea of a united Africa was conceived four decades ago by Ghana 's first president , Kwame Nkrumah .",O O O O O B-geo O O B-tim I-tim O O B-geo O O O O B-org I-org O
663,The police chief said there were no casualties among the Afghan or foreign troops .,O O O O O O O O O O B-gpe O O O O
664,"French singer Henri Salvador , who performed with Django Reinhardt and is credited with inspiring the bossa nova , died in Paris Wednesday , at the age of 90 .",B-gpe O B-per I-per O O O O B-geo I-geo O O O O O O O O O O O B-geo B-tim O O O O O B-tim O
665,A woman is missing and feared dead after being washed away by flash floods in the central town of Hoping .,O O O O O O O O O O O O O O O O O O O B-geo O
666,Pakistani officials say a bomb blast has killed at least five people in the southwestern city of Quetta .,B-gpe O O O O O O O O O O O O O O O O B-geo O
667,"The two sides reached the deal January 4 , after a three-day suspension of Russian gas deliveries to Ukraine .",O O O O O O B-tim I-tim O O O B-tim O O B-gpe O O O B-geo O
668,Another militant was killed by U.S. troops in eastern Paktika province .,O O O O O B-gpe O O O B-geo O O
669,He was re-appointed two weeks later after pro-Syrian legislators refused to accept his resignation .,O O O O O O O O O O O O O O O
670,"In other violence , Pakistani intelligence officials say a suspected U.S. drone attack has killed three militants in the country 's northwest .",O O O O B-gpe O O O O O B-geo O O O O O O O O O O O O
671,Initial NATO investigations indicated that civilians were among the victims .,O B-org O O O O O O O O O
672,"Recently , his work was on display at New York 's Guggenheim Museum in an exhibit called I Want to Believe .",O O O O O O O O B-geo I-geo O B-geo I-geo O O O O O O O O O
673,"About 13,000 people have been killed in the war that shattered Nepal 's economy .",O O O O O O O O O O O B-gpe B-org O O
674,The Islamists and the Ethiopian-backed government each claim to have killed hundreds of the other side 's troops U.N. Secretary-General Kofi Annan and the U.N. Security Council denounced the fighting in statements Friday .,B-org I-org O O O O O O O O O O O O O O O O B-org I-org B-per I-per O O B-org I-org I-org O O O O O B-tim O
675,"He did not specify the alleged actions , but U.S. officials have previously accused Iran of encouraging radicalism among Iraq 's Shi'ites and allowing dangerous materials to cross the border .",O O O O O O O O O B-geo O O O O B-geo O O O O B-geo O O O O O O O O O O O
676,Demonstrators say their numbers will increase when the summit convenes on Tuesday .,O O O O O O O O O O O B-tim O
677,Xinhua said at least three villagers were killed and several others were injured .,B-org O O O O O O O O O O O O O
678,"The International Maritime Bureau says the number of piracy incidents off Somalia jumped to 35 last year , up from just two in 2004 .",O B-org I-org I-org O O O O O O O B-geo O O O O O O O O O O O B-tim O
679,Palestinian lawmakers say the election may be delayed because a modified election law may not be adopted in time .,B-gpe O O O O O O O O O O O O O O O O O O O
680,"A quarrel had arisen between the Horse and the Stag , so the Horse came to a Hunter to ask his help to take revenge on the Stag .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
681,Nine workers are still reported missing in a flooded railroad tunnel in central China .,O O O O O O O O O O O O O B-geo O
682,"There has been some positive news coming out of the International Conference on Alzheimer 's , held July 26-31 in Chicago , Illinois .",O O O O O O O O O B-geo I-geo I-geo O B-geo O O O B-tim I-tim I-tim B-geo O B-geo O
683,Venezuela is among the world 's largest oil exporters .,B-geo O O O O O O O O O
684,Former Lebanese minister of economy Bassel Fleihan passed away Monday in a hospital in Paris .,O B-gpe O O O B-per I-per O O B-tim O O O O B-geo O
685,"Drops in production had been severe after the breakup of the Soviet Union in December 1991 , but by mid-1995 , production began to recover and exports began to increase .",O O O O O O O O O O O B-org I-org O B-tim I-tim O O O B-tim O O O O O O O O O O O
686,"Final results show the president of Niger , Tandja Mamadou , has won a second five-year term in office .",O O O O O O B-gpe B-org I-org I-org O O O O O O O O O O
687,It is one of only three spiral minarets in the world and was built of brick and clay during the Abbassid dynasty in the 9th century .,O O O O O O O O O O O O O O O O O O O O B-geo O O O B-tim I-tim O
688,The 65-year-old Nobel peace prize laureate has been vocal about pursuing democratic reforms since her release November 13 from more than seven years of house arrest .,O O B-art O O O O O O O O O O O O B-tim I-tim I-tim I-tim I-tim I-tim I-tim O O O O O
689,"In Pakistan Saturday , Komuri met with President Pervez Musharraf and Prime Minister Yousuf Raza Gilani , as well as Foreign Minister Shah Mehmood Qureshi .",O B-geo B-tim O B-geo O O B-per I-per I-per O B-per O B-per I-per I-per O O O O O O B-per I-per I-per O
690,Authorities say he shared a house in Liverpool with them for about two years .,O O O O O O O B-geo O O O O B-tim O O
691,The officials reached agreement early Saturday after all-night meetings .,O O O O O B-tim O O O O
692,U.S. military officials in Iraq say at least 21 Iraqis have been killed in three attacks north of Baghdad .,B-geo O O O B-geo O O O O B-gpe O O O O O O O O B-geo O
693,"Egyptian antiquities official , Zahi Hawass said Monday the trip will be the first time the chariot of King Tutankhamun has traveled outside of Egypt .",B-gpe O O O B-org I-org O B-tim O O O O O O O O O O B-org I-org O O O O B-geo O
694,"In Monday 's trial , Ramda is facing charges of being an accomplice to at least three bombings on the Paris subway , including the July 25 , 1995 attack that killed eight people and injured more than 150 .",O B-tim O O O B-per O O O O O O O O O O O O O O B-geo O O O O B-tim I-tim I-tim I-tim O O O O O O O O O O O
695,The court instead granted the commission 30 days to make the necessary changes .,O O O O O O B-tim O O O O O O O
696,And Iraq 's military called on Iran to release nine coast guard sailors seized in a dispute on the Shatt al-Arab waterway .,O B-geo O O O O B-geo O O O O O O O O O O O O B-org I-org O O
697,The President of Bosnia and Herzegovina says the Bosnian people are committed to taking back ownership of the country from the United Nations .,O B-per O B-geo O B-geo O O B-gpe O O O O O O O O O O O O B-org I-org O
698,"He said that if he can not continue his policies regarding Israel , he will resign .",O O O O O O O O O O O B-org O O O O O
699,It is also a major source of methamphetamine .,O O O O O O O O O
700,"Mr. Caldera 's son said the funeral will take place Saturday and that the family "" will not accept any homage from the government of Hugo Chavez . """,B-per I-per O O O O O O O O B-tim O O O O O O O O O O O O O O B-per I-per O O
701,"A suicide bomber targeted a police station in Pakistan 's capital , Islamabad , Monday evening , killing himself and one officer .",O O O O O O O O B-geo O O O B-geo O B-tim I-tim O O O O O O O
702,"Venezuela and Cuba accuse the U.S. of "" flagrantly violating "" U.N. Security Council resolutions on counter-terrorism by releasing him .",B-geo O B-geo O O B-geo O O O O O B-org I-org I-org O O O O O O O
703,Georgian officials say the vote was illegal .,B-gpe O O O O O O O
704,"Authorities in West Bengal state deployed nearly 3,000 police to protect the Tata Motors factory site Sunday as more than 40,000 protesters lined the highway leading to the factory .",O O B-geo I-geo O O O O O O O O B-org I-org O O B-tim O O O O O O O O O O O O O
705,Authorities said Thursday that the workers of a local demining company disappeared while traveling through Paktia province .,O O B-tim O O O O O O O O O O O O B-geo O O
706,Pakistan 's new campaign against extremism follows last week 's suicide bombings in London .,B-gpe O O O O O O O O O O O O B-geo O
707,"The White House says President Bush will attend the summit of the Asia-Pacific Economic Cooperation ( APEC ) forum in November in Busan , South Korea .",O B-org I-org O B-per I-per O O O O O O B-org I-org I-org O B-org O O O B-tim O B-geo O B-geo I-geo O
708,"Perpetual preferred shares are n't retractable by the holders , the company said .",O O O O O O O O O O O O O O
709,"In Major League Baseball , the Houston Astros have signed All-Star pitcher Roger Clemens to a one-year , $ 18-million deal making him the highest paid pitcher in the game .",O B-org I-org I-org O O B-geo B-org O O B-org O B-per I-per O O B-tim O O O O O O O O O O O O O O
710,"This small , poor island economy has become increasingly dependent on cocoa since independence in 1975 .",O O O O O O O O O O O O O O O B-tim O
711,He says too many Americans are not insured or go bankrupt to pay for health care .,O O O O B-gpe O O O O O O O O O O O O
712,"Earlier , the keynote speaker Dr. Francis Collins said the separation of religion and science are not different ideas , but rather , complementary .",O O O O O B-per I-per I-per O O O O O O O O O O O O O O O O O
713,"The United States has urged Haiti to speed up planning for its elections , now scheduled for mid-December .",O B-geo I-geo O O B-geo O O O O O O O O O O O B-tim O
714,Reports from the region say the affected villages are in the neighboring states of Maharashtra and Madhya Pradesh .,O O O O O O O O O O O O O O B-geo O B-geo I-geo O
715,"Earlier Tuesday , Israeli tanks fired shells in northern Gaza , killing seven Palestinians , six of whom were members of the same family .",O B-tim O B-gpe O O O O O B-geo O O O B-gpe O O O O O O O O O O O
716,"The World Health Organization says an outbreak of Marburg virus in Angola is not yet over , as the death toll continues to rise .",O B-org I-org I-org O O O O B-nat O O B-geo O O O O O O O O O O O O O
717,Khan 's lawyer Babar Awan told reporters Monday that he has returned to his home in the southern port city of Karachi .,B-per O O B-per I-per O O B-tim O O O O O O O O O O O O O B-geo O
718,"But , it cites intelligence sources as saying the prison has housed detainees from Pakistan , West Africa , Yemen and other countries .",O O O O O O O O O O O O O O B-geo O B-geo I-geo O B-geo O O O O
719,The two prime ministers have given the Northern Ireland adversaries one week to respond in a first step toward a return to the power-sharing arrangement created under the 1998 Good Friday peace accord .,O O B-per O O O O B-geo I-geo O B-tim O O O O O O O O O O O O O O O O O B-tim I-tim I-tim O O O
720,"Friday , spokesman Ron Redmond said agency is "" extremely concerned "" about what he called the continued deterioration in Darfur 's security situation .",B-tim O O B-per I-per O O O O O O O O O O O O O O O B-geo O O O O
721,Prince Charles also met with U.N. Secretary-General Kofi Annan at the United Nations .,B-per I-per O O O B-org I-org B-per I-per O O B-org I-org O
722,Labor 's Central Committee approved the recommendation of party leader Amir Peretz by an overwhelming show of hands Sunday evening .,O O B-org I-org O O O O O O B-per I-per O O O O O O B-tim I-tim O
723,United Nations Secretary-General Ban Ki-moon visited Lebanon last week and called on leaders there to set aside their differences and elect a new president .,B-org I-org I-org I-org I-org O B-geo O O O O O O O O O O O O O O O O O O
724,More than 500 people have been killed this year in an insurgency that some say is supported by extremist Muslims in Indonesia and Malaysia .,O O O O O O O O O O O O O O O O O O O B-org O B-geo O B-geo O
725,The second test at the Sinhalese Sports Club in Colombo starts December ninth .,O O O O O B-org I-org I-org O B-geo O B-tim I-tim O
726,The pullout came after October 's ouster of Burmese Prime Minister General Khin Nyunt .,O O O O B-tim O O O B-gpe B-per I-per I-per I-per I-per O
727,"He said the two countries could cooperate in atomic energy , space and high-technology .",O O O O O O O O O O O O O O O
728,"The company welcomes the growth , which comes after a steep decline in global trade during the economic crisis .",O O O O O O O O O O O O O O O O O O O O
729,A spokesman for the prime minister says the informal interview took place Thursday at his Downing Street office .,O O O O O O O O O O O O B-tim O O B-per I-per O O
730,"In another development , police say a remote-controlled roadside bomb tore through the side of an Afghan army bus Thursday in Kabul , killing the driver and wounding 29 people .",O O O O O O O O O O O O O O O O B-gpe O O B-tim O B-org O O O O O O O O O
731,An indictment says the men passed details and photographs of Israeli army installations to a Syrian agent .,O O O O O O O O O O B-gpe O O O O B-gpe O O
732,Adnan al-Dulaimi told reporters he was shocked by the raid .,B-per I-per O O O O O O O O O
733,Mr. Chavez has repeatedly accused the Bush administration of planning to invade Venezuela .,B-per I-per O O O O B-per O O O O O B-tim O
734,No one has claimed responsibility for the killings .,O O O O O O O O O
735,"The Firat news agency quotes Kurdish party officials as saying Turkish jets hit the Hakurk region Wednesday near the borders of Iraq , Iran and Turkey .",O B-org O O O O O O O O B-gpe O O O O O B-tim O O O O B-geo O B-geo O B-geo O
736,"Montenegro severed its economy from federal control and from Serbia during the MILOSEVIC era and maintained its own central bank , adopted the Deutchmark , then the euro - rather than the Yugoslav dinar - as official currency , collected customs tariffs , and managed its own budget .",B-gpe O O O O O O O O B-geo O O B-per O O O O O O O O O O O O O O O O O O O B-gpe O O O O O O O O O O O O O O O O
737,The three officers have been suspended and charged with battery .,O O O O O O O O O O O
738,There has been growing media speculation in recent days that Mr. Rowhani would quit to allow President-elect Mahmoud Ahmadinejad to fill the position .,O O O O O O O O O O B-per B-org O O O O O B-per I-per O O O O O
739,Top U.S. officials had warned the pastor that the Quran burning could provoke Islamist violence and put U.S. soldiers ' lives in danger .,O B-geo O O O O O O O O O O O O O O O B-geo O O O O O O
740,The military said Saturday 13 guerrillas were killed in two encounters in the central province of Uruzgan .,O O O B-tim O O O O O O O O O O O O B-geo O
741,NATO said at least two other Taliban commanders were captured this week .,B-org O O O O O B-org O O O O O O
742,Iraq 's Shi'ite-led government has tried to purge former Ba'athists from top positions .,B-geo O O O O O O O O O O O O O
743,Venezuela 's president is a fierce critic of the Bush administration and says it supported the coup against him in April 2002 .,B-geo O O O O O O O O B-geo O O O O O O O O O O B-tim I-tim O
744,Two senior U.S. envoys have delayed a trip to the Middle East this week after Israeli Prime Minster Ariel Sharon suffered a major stroke .,O O B-geo O O O O O O O B-geo I-geo O O O B-gpe B-per I-per I-per I-per O O O O O
745,Rogge also made it clear that he sees no reason to move the Games from London in the wake of terrorist bombings there .,B-per O O O O O O O O O O O O O O B-geo O O O O O O O O
746,The defendants face hanging if convicted .,O O O O O O O
747,A NATO statement said aircraft bombed an insurgent compound in the southern province of Uruzgan .,O B-org O O O O O O O O O O O O B-geo O
748,"The former presidents announced the Bush-Clinton Katrina Fund at a news conference in Houston , Texas Monday .",O O O O O B-org I-org I-org O O O O O B-geo O B-geo B-tim O
749,"A ministry spokesman said a senior provincial police official , Amanullah Khan , was among the dead .",O O O O O O O O O O B-per I-per O O O O O O
750,Syrian officials have denied the allegations .,B-gpe O O O O O O
751,"The U.S. space agency says it is now considering potential launch dates in late February , not early in the month as previously planned .",O B-geo O O O O O O O O O O O O B-tim O O O O O O O O O O
752,"Iraqi officials say they have asked U.S. forces to release six of eight Iraqi female prisoners , but they say the move is not related to the demand of a militant group that kidnapped an American journalist .",B-gpe O O O O O B-geo O O O O O O B-gpe O O O O O O O O O O O O O O O O O O O O O B-gpe O O
753,She also said Cuba 's refusal to cooperate has resulted in an impasse and she recommended ending yearly reports on Cuba 's human rights situation .,O O O B-geo O O O O O O O O O O O O O O O O B-geo O O O O O
754,Progressive social policies also have helped raise living conditions in Tunisia relative to the region .,O O O O O O O O O O B-geo O O O O O
755,"Since the 1960s , South Korea has achieved an incredible record of growth and global integration to become a high-tech industrialized economy .",O O B-tim O B-geo I-geo O O O O O O O O O O O O O O O O O
756,Thousands of people have marched in two Colombian cities to protest a planned free trade agreement with the United States .,O O O O O O O B-gpe O O O O O O O O O O B-geo I-geo O
757,Deputy Foreign Minister Walid Moallem told reporters Friday in Damascus that Syria agreed to the compromise after it received guarantees about the rights of the individuals and assurances that its sovereignty would be respected .,O O O B-per I-per O O B-tim O B-geo O B-geo O O O O O O O O O O O O O O O O O O O O O O O
758,Both detainees sustained minor injuries .,O O O O O O
759,"Last month , Tokyo resumed a naval refueling mission in support of U.S.-led coalition efforts .",O O O B-geo O O O O O O O O O O O O
760,World oil prices declined about two percent in Tuesday 's trading after Chinese oil imports slowed and a report on the U.S. economy disappointed investors .,O O O O O O O O B-tim O O O B-gpe O O O O O O O O B-geo O O O O
761,The 35-member board of the U.N. nuclear agency agreed Friday to create a fund for fellowships and training to improve cancer management and childhood nutrition in these nations .,O O O O O B-geo O O O B-tim O O O O O O O O O O O O O O O O O O O
762,Iran suggested the talks as U.S. and Iranian ambassadors to Iraq met in Baghdad to discuss Iraq 's security .,B-geo O O O O B-geo O B-gpe O O B-geo O O B-geo O O B-geo O O O
763,"The U.S. State Department says one of its diplomats has been found dead in his home in Ethiopia 's capital , Addis Ababa .",O B-org I-org I-org O O O O O O O O O O O O O B-geo O O O B-geo I-geo O
764,"Afghanistan has previously accused Iran of selling weapons to the Taliban , allegations Tehran denies .",B-org O O O B-geo O O O O O B-org O O B-org O O
765,"Senegal says its security forces have conducted "" minimal "" acts of torture , but says the country is and always has been committed to investigating and prosecuting such acts .",B-gpe O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
766,"An estimated six percent of Kenya 's adult population is infected , down from 14 percent a few years ago .",O O B-tim O O B-per O O O O O O O O O O O B-tim O O O
767,The violence started in 1991 when warlords overthrew dictator Mohammed Siad Barre .,O O O O B-tim O O O O B-per I-per I-per O
768,"Mr. Clinton and Mr. Bush , once political rivals , teamed up earlier this year to coordinate the U.S. fundraising drive for victims of the tsunami .",B-per I-per O B-per I-per O O O O O O O O O O O O O B-geo O O O O O O O O
769,An EU commission spokeswoman Krisztina Nagy said Tuesday that Ankara 's signing of the protocol does not amount to Turkish recognition of the Greek Cypriot government .,O B-org O O B-per I-per O B-tim O B-geo O O O O O O O O O B-gpe O O O B-gpe I-gpe O O
770,At least 12 others were wounded before locals stormed the bus and killed the gunman .,O O O O O O O O O O O O O O O O
771,The news agency said the central government and China 's two largest aircraft manufacturing and servicing companies are among the major shareholders .,O O O O O O O O B-org O O O O O O O O O O O O O O
772,Already this is the fourth-busiest Atlantic hurricane season since forecasters began keeping records in 1851 .,O O O O O B-geo O O O O O O O O B-tim O
773,She participated in a global security conference in Bahrain in early December .,O O O O O O O O B-geo O O B-tim O
774,Attorneys have said U.S. authorities will deport a former Florida professor and Palestinian rights activist who was acquitted on terrorism charges in December .,O O O B-geo O O O O O B-geo O O B-gpe O O O O O O O O O B-tim O
775,Officials in Afghanistan say the United States has released 17 Afghan detainees from military custody at Guantanamo Bay in Cuba .,O O B-geo O O B-geo I-geo O O O B-gpe O O O O O B-geo I-geo O B-geo O
776,"Health officials say they are monitoring farm workers , but so far there is no sign of human infection .",O O O O O O O O O O O O O O O O O O O O
777,Burma 's military government said today that ex-Prime Minister Khin Nyunt was ousted last month because his investigations of military commanders threatened the unity of the armed forces .,B-geo O O O O B-tim O O B-per I-per I-per O O O O O O O O O O O O O O O O O O
778,"In January , international nuclear inspectors visited Parchin , but Tehran denied a second request to revisit the facility .",O B-tim O O O O O B-geo O O B-org O O O O O O O O O
779,"Three hurricanes briefly reached the most violent Category Five status , with Katrina devastating New Orleans and other parts of the U.S. Gulf coast .",O O O O O O O O O O O O B-geo O B-geo I-geo O O O O O B-geo I-geo O O
780,Goushmane said this postponement will not affect the timing of legislative elections and a presidential poll planned for January 31 .,B-per O O O O O O O O O O O O O O O O O B-tim I-tim O
781,Westinghouse 's efforts got a boost last week when the U.S. Export-Import Bank approved nearly five billion dollars to help finance the project .,B-per O O O O O O O O O B-org I-org I-org O O B-tim O O O O O O O O
782,"Despite her absence from the New Zealand event , it is not clear if Pierce will play at the Australian Open in Melbourne , where she won in 1995 .",O O O O O B-geo I-geo O O O O O O O B-per O O O O B-gpe B-org O B-geo O O O O O B-tim O
783,Iran says it has allowed U.N. nuclear inspectors to visit a high-security military site to counter U.S. accusations it is secretly developing nuclear weapons .,B-geo O O O O B-geo O O O O O O O O O O B-geo O O O O O O O O
784,Kenya 's President Mwai Kibaki has denied ever making a pledge to stay in office for just one term .,B-geo O B-per I-per I-per O O O O O O O O O O O O O O O
785,"Officials said they are working to free Roy Hallums and Filipino Roberto Tarongoy , who was also abducted .",O O O O O O O B-per I-per O B-gpe B-per I-per O O O O O O
786,Xinhua says more than 850 participants from about 40 countries are attending the annual Boao Forum for Asia .,B-org O O O O O O O O O O O O O B-org I-org I-org I-org O
787,"A military statement says the prisoners are being freed Thursday and Friday , after reviews of their cases determined there was no reason to keep holding them .",O O O O O O O O O B-tim I-tim I-tim O O O O O O O O O O O O O O O O
788,President Sarkozy 's appeal this week was apparently prompted by a recent videotape of the hostages which showed Betancourt looking extremely gaunt and despondent .,B-per I-per O O O O O O O O O O O O O O O O B-per O O O O O O
789,The cub was one of two born Friday to 8-year-old mother Yinghua .,O O O O O O O B-tim O O O B-per O
790,"Saudi King Abdullah says dangerous conditions in Iraq , Lebanon and the Palestinian territories could trigger broad conflict in the region .",B-per I-per I-per O O O O B-geo O B-geo O O B-gpe O O O O O O O O O
791,The U.S. military in Afghanistan says fighting in two southern provinces has left four suspected militants dead and two Afghan police wounded .,O B-geo O O B-geo O O O O O O O O O O O O O O B-gpe O O O
792,E.U. diplomats say they also want Hamas to make those changes .,B-geo O O O O O B-org O O O O O
793,A key part of his proposal is to allow younger workers to privately invest some of their Social Security funds which are now managed by the government .,O O O O O O O O O O O O O O O O O B-org I-org O O O O O O O O O
794,"The global financial crisis of 2008 - 9 severely cut Thailand 's exports , with most sectors experiencing double-digit drops .",O O O O O B-tim I-tim I-tim O O B-geo O O O O O O O O O O
795,Swiss Reinsurance announced Wednesday that its own earnings will be hurt by the recent string of storms to hit the U.S. Gulf coast .,B-org I-org O B-tim O O O O O O O O O O O O O O O O B-geo I-geo O O
796,China 's mines are the deadliest in the world .,B-geo O O O O O O O O O
797,But the police chief blamed Baluch tribal militants who have stepped up their insurgency seeking greater autonomy and more compensation for the region 's gas and other natural resources .,O O O O O B-org O O O O O O O O O O O O O O O O O O O O O O O O
798,The U.S. space agency NASA is counting down toward a nighttime launch of the space shuttle Endeavouron a 16-day mission to the International Space Station .,O B-geo O O B-org O O O O O O O O O O O B-geo O B-tim I-tim I-tim B-geo I-geo I-geo I-geo O
799,They say he is being flown to New York to face charges .,O O O O O O O B-geo I-geo O O O O
800,"The Bush administration has expressed confidence in United Nations Secretary-General Kofi Annan , despite calls for his resignation from several U.S. lawmakers over a scandal involving the U.N.-administered oil-for-food program for Iraq .",O B-per O O O O O B-org I-org I-org B-per I-per O O O O O O O O B-geo O O O O O O O O O O B-geo O
801,Negotiators took a one-day break in talks after missing Monday 's draft deadline .,O O O B-tim O O O O O B-tim O O O O
802,He added that Home Secretary Charles Clarke is working to fix those problems and ensure that foreigners are sent to their home countries after serving their prison sentences .,O O O O O B-per I-per O O O O O O O O O O O O O O O O O O O O O O
803,"The 78-year-old former president , now a senator , is already on trial for allegedly being involved in the illegal sale of weapons to Ecuador and Croatia between 1991 and 1995 .",O O O O O O O O O O O O O O O O O O O O O O O O B-geo O B-geo B-tim I-tim I-tim I-tim O
804,Authorities say the worst of the flooding is over .,O O O O O O O O O O
805,First Lieutenant Greg Murphy told the president that Iraqi troops have taken the lead in security preparations for the vote .,O O B-per I-per O O O O B-gpe O O O O O O O O O O O O
806,"Taliban militants have shot and killed a man for teaching English in eastern Afghanistan , sparking a gunbattle that left two militants and two policemen dead .",B-org O O O O O O O O O B-art O B-geo I-geo O O O O O O O O O O O O O
807,MUTHARIKA was reelected to a second term in May 2009 .,B-org O O O O O O O B-tim I-tim O
